Date,Potencial de Hidrógeno (in situ),Conductividad Eléctrica,Temperatura de la muestra,Oxígeno disuelto (en campo),Caudal,Turbiedad,Sólidos Suspendidos Totales,Potencial rédox,Cobre total,Arsénico total,Cadmio total,Plomo total,Zinc total,Mercurio total,Hierro total,Selenio total,Manganeso total,Potasio total,Cromo Total,Sodio total
2019-03-24,0.631578947368421,0.1449748743718593,0.4156862745098039,0.7291857273559011,0.1103638680447402,0.05987261146496815,0.04162537165510406,0.47585089141004866,0.003592439324460351,0.023947368421052634,0.001,0.01375,0.014164305949008499,0.0009668063164679343,0.07814462416745957,0.06391304347826086,0.0034155571128241064,0.0005773798647907912,0.0014450867052023123,0.02594033722438392
2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-07,0.6293233082706767,0.12939698492462312,0.40784313725490196,0.7305580969807869,0.13202605125300865,0.02507430997876858,0.010901883052527254,0.8387358184764991,0.003203221116206241,0.02,0.001,0.0037499999999999994,0.015722379603399436,0.0009668063164679343,0.017659372026641293,0.03608695652173913,0.0017708479327259987,0.0005207381691942262,0.0014450867052023123,0.025979247730220496
2019-04-14,0.6515037593984961,0.15263819095477388,0.5,0.7589204025617566,0.05488107036669971,0.013407643312101912,0.003964321110009911,0.4541329011345219,0.0022428512843455243,0.022631578947368423,0.001,0.0025,0.014164305949008499,0.0009668063164679343,0.01142721217887726,0.048478260869565214,0.000994043447792572,0.0006321944089164992,0.0014450867052023123,0.03719844357976654
2019-04-21,0.6142857142857142,0.18894472361809045,0.30980392156862746,0.7273559011893871,0.028847515220161407,0.006029723991507431,0.003964321110009911,0.5542949756888168,0.0020519703239756924,0.019210526315789473,0.001,0.0025,0.014164305949008499,0.0009668063164679343,0.007259752616555662,0.05608695652173913,0.0009425367904695166,0.0007801936780559108,0.0014450867052023123,0.04830090791180286
2019-04-28,0.650375939849624,0.23768844221105528,0.5333333333333333,0.766697163769442,0.12430978337816792,0.007961783439490446,0.011892963330029732,0.5273905996758509,0.0028781269805763714,0.06578947368421052,0.101,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.049565217391304345,0.0008128941836019622,0.0013429563310798464,0.08526011560693642,0.10132295719844359
2019-05-05,0.6360902255639098,0.33040201005025127,0.43137254901960786,0.7383348581884721,0.03419226957383548,0.001995753715498938,0.003964321110009911,0.4852512155591572,0.0014017820527159528,0.038684210526315786,0.22999999999999998,0.0025,0.014164305949008499,0.0032226877215597812,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-12,0.6255639097744361,0.3469849246231156,0.42352941176470593,0.7008234217749314,0.024635424040775875,0.0016772823779193206,0.003964321110009911,0.7601296596434359,0.0017596838534093874,0.06473684210526316,0.25,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.1508695652173913,0.0010301331464611073,0.0015567330531701077,0.13005780346820808,0.1217769130998703
2019-05-19,0.6541353383458646,0.32060301507537686,0.4274509803921569,0.758462946020128,0.018625230072207278,0.0023991507430997875,0.003964321110009911,0.5941653160453809,0.001968459903813891,0.06684210526315526,0.1535,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.10043478260869565,0.0009145059565522004,0.001626164809062671,0.10404624277456648,0.13234111543450064
2019-05-26,0.6357142857142857,0.4620603015075377,0.2901960784313726,0.7735590118938701,0.02984921421492284,0.00356687898089172,0.003964321110009911,0.5782820097244733,0.0016552958282071207,0.08644736842105,0.2785,0.0025,0.042492917847025496,0.0032226877215597812,0.024405328258801144,0.16630434782608694,0.0013945339873861248,0.0018819660149826422,0.17702312138728324,0.17075226977950714
2019-06-02,0.6383458646616541,0.7713567839195979,0.6392156862745099,0.6267154620311071,0.08728585586861108,0.001910828025477707,0.053518334985133795,0.5717990275526742,0.0018640718786116393,0.09789473684210527,0.8019999999999999,0.014999999999999998,0.056657223796033995,0.0032226877215597812,0.06907706945765937,0.3282608695652174,0.0018430273300630694,0.002970948291613375,0.29335260115606937,0.2766536964980545
2019-06-09,0.6325814536340852,0.6993299832495812,0.18300653594771243,0.8206770356816103,0.01358015951673038,0.0016348195329087048,0.003964321110009911,0.5080497028633171,0.0013818986193440852,0.1036842105263158,0.27799999999999997,0.0025,0.01888574126534462,0.0032226877215597812,0.005899143672692674,0.23043478260869563,0.004295725297827604,0.0024958889091905717,0.23627167630057805,0.30408560311284044
2019-06-16,0.6383458646616541,0.6934673366834171,0.29411764705882354,0.8170173833485819,0.01219736655811978,0.0019745222929936305,0.003964321110009911,0.640194489465154,0.0014763449278604184,0.1413157894736842,0.33999999999999997,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.22304347826086954,0.002655921513665032,0.0024282843047688653,0.26878612716763006,0.333852140077821
2019-06-23,0.630827067669173,0.6909547738693468,0.29411764705882354,0.7566331198536139,0.01585728444003964,0.0010828025477707007,0.003964321110009911,0.5199351701782821,0.0013868694776870594,0.0931578947368421,0.22,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.16,0.0037210932025227754,0.002433765759181436,0.2817919075144509,0.3320363164721141
2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-07,0.6383458646616541,0.6859296482412061,0.23921568627450976,0.8911253430924063,0.013945915333427723,0.0018471337579617833,0.003964321110009911,0.3893030794165316,0.0019237221787272117,0.20657894736842103,0.141,0.0025,0.014164305949008499,0.0032226877215597812,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-14,0.6263157894736842,0.6871859296482412,0.11764705882352941,0.8133577310155536,0.010201047713436218,0.006656050955414012,0.008919722497522299,0.46110210696920584,0.0018640718786116393,0.19973684210526318,0.142,0.0025,0.042492917847025496,0.0032226877215597812,0.005899143672692674,0.12478260869565216,0.0093833216538192,0.0024977160606614287,0.661849710982659,0.4683527885862517
2019-07-21,0.6345864661654135,0.6909547738693468,0.29411764705882354,0.7685269899359561,0.012388503468780973,0.006242038216560509,0.007928642220019821,0.6820097244732577,0.002221973679305074,0.23894736842105263,0.071,0.0025,0.042492917847025496,0.0032226877215597812,0.005899143672692674,0.1395652173913043,0.00887175893482831,0.002430111456239722,0.7095375722543352,0.5073929961089494
2019-07-28,0.6406015037593984,0.6733668341708543,0.3254901960784314,0.7493138151875571,0.013634432960498374,0.0024416135881104033,0.003964321110009911,0.36045380875202593,0.001714946128322708,0.3096052631578947,0.022,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.10130434782608695,0.005311843027330064,0.001993422254704915,0.7304913294797688,0.5171854734111544
2019-08-04,0.6240601503759399,0.6557788944723618,0.1254901960784314,0.7859103385178409,0.011808013591958093,0.004288747346072187,0.003964321110009911,0.4,0.0019088096036983186,0.19947368421052633,0.025,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.08347826086956521,0.009551506657323057,0.0019185090443997808,0.6300578034682082,0.4852140077821012
2019-08-11,0.6304511278195488,0.6809045226130653,0.09803921568627451,0.8257090576395243,0.011609797536457595,0.004002123142250531,0.005946481665014866,0.6445705024311182,0.002065391641501696,0.19710526315789476,0.0165,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.10347826086956521,0.010168185003503855,0.0017686826237895122,0.9132947976878614,0.5136186770428015
2019-08-18,0.6289473684210526,0.7085427135678392,0.22352941176470587,0.667061604147606,0.008440110434659493,0.006146496815286624,0.008919722497522299,0.6076175040518638,0.0024307497297095773,0.24447368421052632,0.0225,0.0025,0.021246458923512748,0.0032226877215597812,0.005899143672692674,0.12695652173913044,0.01738962859145059,0.0017686826237895122,0.9335260115606937,0.5538910505836576
2019-08-25,0.6278195488721804,0.6959798994974874,0.22745098039215686,0.7483989021043,0.006342913776015859,0.00464968152866242,0.007928642220019821,0.6541329011345219,0.002281623979420646,0.2392105263157895,0.022,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.11347826086956522,0.026384022424667135,0.0017010780193678057,1.0,0.5927367055771725
2019-09-01,0.6210526315789473,0.7977386934673367,0.09607843137254903,0.7881976212259836,0.007521591391759876,0.0024416135881104033,0.004955401387512388,0.6826580226904376,0.0017373149908660479,0.21526315789473685,0.003,0.0025,0.021246458923512748,0.0032226877215597812,0.005899143672692674,0.09,0.01936229852838122,0.0019276448017540655,0.7369942196531791,0.5913099870298314
2019-09-08,0.618546365914787,0.830820770519263,0.3176470588235294,0.6922842329978652,0.008797017320307708,0.00346072186836518,0.005946481665014866,0.6010804970286331,0.0024108662963377102,0.22631578947368422,0.003,0.0025,0.01888574126534462,0.0032226877215597812,0.005899143672692674,0.08362318840579695,0.014690492875496378,0.002082952676776905,0.7697495183044307,0.6456549935149157
2019-09-15,0.637593984962406,0.8743718592964824,0.5529411764705883,0.766697163769442,0.014533484355089906,0.0059235668789808914,0.009910802775024777,0.46450567260940034,0.00249040002982515,0.27842105263157896,0.003,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.11739130434782608,0.008990889978976875,0.0020591997076557646,0.7803468208092486,0.6450064850843061
2019-09-22,0.6165413533834586,0.8668341708542714,0.4941176470588235,0.6148215919487648,0.00867195242814668,0.0018259023354564757,0.005946481665014866,0.6379254457050243,0.002475487454796257,0.24763157894736842,0.003,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.08478260869565217,0.010567624386825507,0.0021067056458980446,0.7976878612716763,0.6675745784695202
2019-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-06,0.6205513784461152,0.7680067001675042,0.4366013071895425,0.6971637694419031,0.00300863655670395,0.004076433121019108,0.005946481665014866,0.4763371150729335,0.003265853931327592,0.2075,0.0185,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.08869565217391305,0.009957953749124037,0.0024465558194774347,0.7673410404624278,0.7189364461738001
2019-10-13,0.6112781954887216,0.8894472361809045,0.30980392156862746,0.7017383348581885,0.010109018830525273,0.004745222929936305,0.005946481665014866,0.7034035656401945,0.002005741341386124,0.2417105263157895,0.003,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.10717391304347824,0.005886475122634891,0.0022446555819477434,0.721820809248555,0.7439040207522697
2019-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002460574879767364,0.36105263157894735,0.003,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.10043478260869565,0.008598458304134549,0.0024757902430111458,0.8540462427745665,0.7682230869001296
2019-10-27,0.630827067669173,0.7437185929648241,0.3490196078431373,0.7392497712717292,0.019340223700976922,0.006878980891719746,0.005946481665014866,0.6486223662884927,0.0026842635052007602,0.2560526315789474,0.04,0.0025,0.028328611898016998,0.0032226877215597812,0.005899143672692674,0.06391304347826086,0.0109250175192712,0.0020902612826603326,0.6488439306358382,0.6143968871595331
2019-11-03,0.6428571428571429,0.7336683417085427,0.43137254901960786,0.6880146386093321,0.01480957100382274,0.004501061571125266,0.005946481665014866,0.6012965964343598,0.0029079521306341572,0.31184210526315786,0.003,0.0025,0.042492917847025496,0.0032226877215597812,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-10,0.6348370927318295,0.7512562814070352,0.5019607843137255,0.6928941750533699,0.01682004813818491,0.005187544232130219,0.005946481665014866,0.5824959481361427,0.002902981272291183,0.30543859649122634,0.003,0.0025,0.06610009442870624,0.0032226877215597812,0.005899143672692674,0.1126086956521739,0.006124737210932018,0.0020908703331506177,0.7447013487475911,0.6123648940769564
2019-11-17,0.631578947368421,0.2597298994974874,0.4627450980392157,0.6816102470265325,0.017166926235310777,0.013163481953290871,0.0,0.5893030794165316,0.003429892256645416,0.1636842105263158,0.04,0.0025,0.1558073654390935,0.0032226877215597812,0.005899143672692674,0.0734782608695652,0.011604765241765942,0.0017449296546683721,0.4277456647398844,0.3619974059662776
2019-11-24,0.6548872180451129,0.4462311557788945,0.4823529411764706,0.4899939005794449,0.02725470763131814,0.00683651804670913,0.005946481665014866,0.5837925445705024,0.003191291056183126,0.25105263157894736,0.003,0.0025,0.014164305949008499,0.0032226877215597812,0.005899143672692674,0.056521739130434775,0.005620182200420462,0.001414215238443267,0.44364161849710987,0.3398184176394293
2019-12-01,0.6458646616541353,0.6005025125628141,0.4588235294117647,0.7282708142726441,0.01487328330737647,0.005944798301486199,0.005946481665014866,0.6178282009724473,0.002714088655258547,0.21473684210526317,0.003,0.0025,0.014164305949008499,0.0032226877215597812,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-08,0.6593984962406014,0.37663316582914574,0.5450980392156863,0.8316559926806953,0.0265467931473878,0.09745222929936305,0.09910802775024777,0.5747163695299838,0.013540618126234949,0.22842105263157897,0.048,0.0125,0.028328611898016998,0.0032226877215597812,0.08525214081826832,0.058260869565217394,0.006545199719691661,0.0013941165722638406,0.31213872832369943,0.2429312581063554
2019-12-15,0.6592105263157895,0.23734547738693468,0.6019607843137255,0.7289569990850869,0.02623531077445845,0.035668789808917196,0.04360753221010902,0.5457860615883307,0.004865227603176378,0.14608552631578947,0.025125,0.0025,0.021246458923512748,0.0032226877215597812,0.018268315889628926,0.041576086956521735,0.0024421864050455503,0.0011858213045861502,0.2467485549132948,0.20711738002594035
