Date,Potencial de Hidrógeno (in situ),Conductividad Eléctrica,Temperatura de la muestra,Oxígeno disuelto (en campo),Turbiedad,Caudal,Sólidos Suspendidos Totales,Cobre total,Zinc total,Arsénico total,Cadmio total,Plomo total,Potencial rédox,Mercurio total,Hierro total,Manganeso total,Cromo Total,Magnesio total,Niquel total,Sólidos Disueltos Totales
2013-08-18,0.1605668168168168,0.6736842105263158,0.5925196850393701,0.10569230769230768,0.005419161676646706,0.005804651162790698,0.002477700693756194,0.0009977787155807235,0.004665629860031104,0.21794871794871795,0.003,0.00125,0.6806395851339672,0.0018805829807240246,8.472565831836514e-05,0.0033007712082262206,0.0014285714285714286,0.2093201754385965,0.004,0.6251630941286114
2013-08-25,0.16216216216216217,0.7052631578947368,0.24015748031496062,0.10646153846153845,0.008562874251497005,0.004686046511627907,0.002973240832507433,0.0023717690780197527,0.004665629860031104,0.441025641025641,0.003,0.00125,0.6859694612503601,0.0018805829807240246,8.472565831836514e-05,0.005928020565552699,0.0014285714285714286,0.2069078947368421,0.004,0.0
2013-09-01,0.15897147147147148,0.6578947368421053,0.4862204724409449,0.1086923076923077,0.0125249500998004,0.0051627906976744195,0.007928642220019821,0.0018156301217944148,0.009331259720062208,0.2756410256410256,0.003,0.00125,0.806828003457217,0.0018805829807240246,8.472565831836514e-05,0.002308483290488432,0.0014285714285714286,0.08781798245614035,0.004,0.0
2013-09-08,0.16253753753753752,0.55,0.46062992125984253,0.11846153846153847,0.019241516966067865,0.004634883720930232,0.009910802775024777,0.0035658321310917656,0.004665629860031104,0.39999999999999997,0.003,0.00125,0.8043791414577931,0.0018805829807240246,0.020842511946317824,0.005809768637532134,0.0014285714285714286,0.15296052631578946,0.004,0.0
2013-09-15,0.15812687687687688,0.6618421052631579,0.36811023622047245,0.11353846153846155,0.017185628742514968,0.00483953488372093,0.014370664023785926,0.003672152813899548,0.017107309486780714,0.43205128205128207,0.24449999999999,0.144375,0.5871506770383175,0.010343206393982136,0.02473989222896262,0.00793573264781491,0.0014285714285714286,0.2063048245614035,0.004,0.5319664492078285
2013-09-22,0.16028528528528527,0.75,0.5748031496062992,0.12676923076923077,0.016786427145708584,0.005162790697674419,0.014866204162537165,0.005446890365383294,0.004665629860031104,0.4948717948717949,0.003,0.00125,0.5903197925669835,0.0018805829807240246,0.040159962042905076,0.006971722365038561,0.0014285714285714286,0.2432017543859649,0.004,0.0
2013-09-29,0.1644144144144144,0.8157894736842105,0.7440944881889764,0.14984615384615385,0.018602794411177646,0.005860465116279069,0.013875123885034688,0.004563610846672489,0.004665629860031104,0.5025641025641026,0.003,0.00125,0.48055315471045806,0.0018805829807240246,0.023807909987460605,0.007213367609254499,0.02714285714285714,0.20975877192982453,0.004,0.0
2013-10-06,0.16272522522522523,0.7263157894736842,0.6259842519685039,0.12853846153846155,0.010718562874251495,0.004988372093023255,0.011892963330029732,0.002870658435810114,0.004665629860031104,0.5102564102564103,0.003,0.00125,0.6400172860847018,0.0018805829807240246,0.027959467245060498,0.005496143958868894,0.0014285714285714286,0.22138157894736843,0.004,0.0
2013-10-13,0.16403903903903905,0.7552631578947369,0.7598425196850395,0.1489230769230769,0.010878243512974053,0.0038232558139534886,0.005946481665014866,0.00251898233113822,0.004665629860031104,0.6128205128205129,0.003,0.00125,0.658311725727456,0.0018805829807240246,8.472565831836514e-05,0.008390745501285348,0.0014285714285714286,0.2107456140350877,0.004,0.0
2013-10-20,0.16507132132132132,0.725,0.5531496062992126,0.15084615384615385,0.005848303393213573,0.00505,0.002973240832507433,0.0007933158640272965,0.004665629860031104,0.5435897435897435,0.003,0.00125,0.6925957937193892,0.0018805829807240246,8.472565831836514e-05,0.0037532133676092543,0.0014285714285714286,0.2093201754385965,0.004,0.58452935694315
2013-10-27,0.16554054054054054,0.7807017543859649,0.673228346456693,0.12769230769230772,0.004590818363273453,0.004867441860465117,0.0056161215725140405,0.0016575121832597755,0.006739243131155988,0.5521367521367513,0.003,0.00125,0.5811005473926821,0.0018805829807240246,0.009291580528914038,0.004884318766066834,0.0014285714285714286,0.21005116959064324,0.004,0.6408201304753028
2013-11-03,0.16272522522522523,0.6092105263157894,0.7598425196850395,0.11730769230769231,0.02245508982035928,0.004748837209302326,0.01288404360753221,0.002110056628031366,0.004665629860031104,0.22435897435897437,0.003,0.00125,0.6444828579660039,0.0018805829807240246,0.02923035211983597,0.005192802056555271,0.0014285714285714286,0.15712719298245614,0.004,0.0
2013-11-10,0.1584084084084084,0.5447368421052632,0.6614173228346457,0.13723076923076924,0.06227544910179641,0.005186046511627907,0.02081268582755203,0.009339863058960542,0.004665629860031104,0.007692307692307692,0.003,0.00125,0.6972054163065399,0.0018805829807240246,0.06007049174772088,0.0069305912596401035,0.0014285714285714286,0.17357456140350877,0.004,0.0
2013-11-17,0.16216216216216217,0.5763157894736842,0.7106299212598426,0.11315384615384616,0.02059880239520958,0.004797674418604651,0.008919722497522299,0.002739802210815921,0.004665629860031104,0.4923076923076923,0.003,0.00125,0.7025352924229328,0.0018805829807240246,0.01088724709390992,0.004642673521850895,0.0014285714285714286,0.17763157894736842,0.004,0.45368126747437093
2013-11-24,0.16497747747747746,0.5526315789473685,0.7637795275590551,0.1323076923076923,0.013033932135728543,0.005418604651162791,0.006937561942517344,0.0024044831342683007,0.004665629860031104,0.441025641025641,0.003,0.00125,0.720829732065687,0.0018805829807240246,8.472565831836514e-05,0.004766066838046273,0.0014285714285714286,0.1631578947368421,0.004,0.0
2013-12-01,0.16192755255255256,0.5511842105263158,0.7283464566929134,0.12234615384615385,0.02159181636726547,0.005011627906976744,0.009415262636273538,0.0035208503037500115,0.004665629860031104,0.19615384615384615,0.003,0.00125,0.7078651685393258,0.0018805829807240246,0.020249432338089266,0.005555269922879177,0.0014285714285714286,0.1457236842105263,0.07799999999999999,0.0
